date,site_number,site_name,length,treatment,time,water_elevation,weather,water_temp,visibility_feet,visibility_meters,survey_method,video_or_observer,lfr_count,wr_count,sr_count,fr_count,trout_count,adult_predator_fish,other_juvenile_fish,comments,calculated_flow
11/2/2017,207,Shea Island,683,baseline,13:00:00,NA,3,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,7,0,30,"5 Adult Salmon, 30 PM",8075
11/13/2017,205,Lake California,1623,baseline,10:20:00,NA,3,54,8,2.438281012,snorkel downstream,observer,0,0,0,0,38,0,83,"60 SS, 16 HH, 7 TSS",6194
11/13/2017,214,Mainstem North,301,control,11:40:00,NA,3,53,8,2.438281012,snorkel downstream,observer,0,2,0,0,0,0,0,NA,6194
11/14/2017,204,Bourbon,301,control,11:00:00,9,1,53,10,3.047851265,snorkel downstream,observer,0,0,0,0,16,0,0,8 trout are adults,5383
11/14/2017,206,Clear Creek,221,control,10:10:00,NA,1,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,105,"30 TSS, 75 HH",5383
11/15/2017,216,Mainstem South,473,control,10:25:00,NA,4,52,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,water very turbid,6118
11/15/2017,211,Rio Vista,370,impact,9:40:00,NA,4,52,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,189,"110 HH, 75 SS, 4 TSS",6118
11/16/2017,201,North Cypress,590,impact,11:15:00,NA,2,53,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,bottom of cypress,5007
11/16/2017,201,North Cypress,590,impact,11:45:00,NA,2,53,10,3.047851265,snorkel downstream,observer,0,166,0,0,18,0,1,"1 sculpin, top of cypress",5007
11/16/2017,210,Painters,290,impact,13:15:00,NA,2,52,10,3.047851265,snorkel downstream,observer,0,5,0,0,1,0,0,NA,5007
11/16/2017,208,Wyndham,458,control,10:00:00,4,2,52,10,3.047851265,snorkel downstream,observer,1,42,0,0,0,0,1,1 sculpin,5007
11/28/2017,204,Bourbon,301,control,10:00:00,9,2,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,15,0,0,NA,5000
11/28/2017,206,Clear Creek,221,control,11:00:00,NA,2,50,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,125,125 PM,5000
11/29/2017,205,Lake California,1623,baseline,10:20:00,NA,2,51,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,308,"190 SS, 100 SB, 18 HH, 103 RT",5948
11/29/2017,214,Mainstem North,301,control,12:15:00,NA,2,50,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5948
11/30/2017,201,North Cypress,590,impact,11:00:00,NA,2,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,20,0,0,Bottom of cypress,5005
11/30/2017,201,North Cypress,590,impact,11:20:00,NA,2,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,31,0,0,Top of cypress,5005
11/30/2017,210,Painters,290,impact,12:15:00,NA,3,53,10,3.047851265,snorkel downstream,observer,0,0,0,0,4,0,0,NA,5005
11/30/2017,208,Wyndham,458,control,10:00:00,5,2,52,10,3.047851265,snorkel downstream,observer,0,50,0,0,35,0,0,NA,5005
12/15/2017,204,Bourbon,301,control,10:45:00,9,3,51,10,3.047851265,snorkel downstream,observer,0,0,0,0,17,0,1,1 sculpin,5030
12/15/2017,206,Clear Creek,221,control,11:30:00,NA,3,48,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,112,"110 HH, 1 sculpin, 1 tss",5030
12/17/2017,201,North Cypress,590,impact,11:00:00,NA,2,50,10,3.047851265,snorkel downstream,observer,0,0,0,0,1,0,0,bottom of cypress,5026
12/17/2017,201,North Cypress,590,impact,11:20:00,NA,1,50,10,3.047851265,snorkel downstream,observer,0,100,0,0,18,0,0,top of cypress,5026
12/17/2017,210,Painters,290,impact,12:50:00,NA,1,51,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5026
12/17/2017,208,Wyndham,458,control,10:00:00,5,2,49,10,3.047851265,snorkel downstream,observer,0,9,0,0,0,0,0,NA,5026
12/19/2017,201,North Cypress,590,impact,10:45:00,NA,2,50,10,3.047851265,snorkel downstream,observer,0,0,0,0,2,0,0,bottom of cypress 1 adult trout mort,5080
12/19/2017,201,North Cypress,590,impact,11:15:00,NA,2,50,10,3.047851265,snorkel downstream,observer,0,4,0,0,70,0,1,top of cypress 1 sculpin,5080
12/19/2017,210,Painters,290,impact,12:21:00,NA,3,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,1,1 sculpin,5080
12/19/2017,208,Wyndham,458,control,9:45:00,5,2,50,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,1 juvie trout mort,5080
12/26/2017,204,Bourbon,301,control,10:00:00,9,2,50,10,3.047851265,snorkel downstream,observer,25,27,0,0,40,0,4,4 sculpin,5072
12/26/2017,206,Clear Creek,221,control,11:00:00,NA,2,45,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,1,1:00 PM,5072
12/27/2017,201,North Cypress,590,impact,11:00:00,NA,2,50,10,3.047851265,snorkel downstream,observer,0,0,0,0,1,0,0,bottom of north cypress,5068
12/27/2017,201,North Cypress,590,impact,11:20:00,NA,1,50,10,3.047851265,snorkel downstream,observer,0,100,0,0,18,0,0,top of north cypress,5068
12/27/2017,210,Painters,290,impact,12:50:00,NA,1,51,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5068
12/27/2017,208,Wyndham,458,control,10:00:00,5,2,49,10,3.047851265,snorkel downstream,observer,0,9,0,0,0,0,0,NA,5068
12/29/2017,205,Lake California,1623,baseline,11:15:00,NA,2,48,9,2.743066138,snorkel downstream,observer,0,1,0,0,3,0,94,"63 HH, 1 STB, 30 SS",5637
12/29/2017,214,Mainstem North,301,control,13:15:00,NA,2,48,9,2.743066138,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5637
1/9/2018,201,North Cypress,590,impact,10:25:00,NA,3,51,8,2.438281012,snorkel downstream,observer,0,50,0,290,0,0,0,NA,4098
1/9/2018,210,Painters,290,impact,10:00:00,NA,3,51,8,2.438281012,snorkel downstream,observer,0,0,0,4,0,0,0,NA,4098
1/9/2018,208,Wyndham,458,control,11:30:00,NA,3,51,8,2.438281012,snorkel downstream,observer,0,0,0,102,0,0,0,NA,4098
1/11/2018,204,Bourbon,301,control,11:15:00,7,3,51,10,3.047851265,snorkel downstream,observer,36,2,0,0,24,0,0,NA,4088
1/11/2018,206,Clear Creek,221,control,12:30:00,NA,4,48,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,3,3:00 PM,4088
1/11/2018,205,Lake California,1623,impact,12:00:00,NA,3,51,5,1.523925632,snorkel downstream,observer,0,2,0,0,17,0,15,"6 HH, 9SS",5369
1/11/2018,214,Mainstem North,301,control,14:00:00,NA,3,50,5,1.523925632,snorkel downstream,observer,0,0,0,0,0,0,1,1 SS,5369
1/22/2018,204,Bourbon,301,control,10:00:00,8,3,50,10,3.047851265,snorkel downstream,observer,0,15,0,0,0,0,0,NA,4052
1/22/2018,206,Clear Creek,221,control,10:35:00,NA,3,46,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,NA,4052
1/23/2018,201,North Cypress,590,impact,10:45:00,NA,3,50,8,2.438281012,snorkel downstream,observer,0,0,0,282,1,0,3,"adult trout, 2 sculpin, 1 tss",4055
1/23/2018,210,Painters,290,impact,10:10:00,NA,3,50,8,2.438281012,snorkel downstream,observer,0,0,0,4,0,0,0,NA,4055
1/23/2018,208,Wyndham,458,control,12:15:00,NA,3,51,8,2.438281012,snorkel downstream,observer,0,0,0,70,0,0,0,NA,4055
2/5/2018,201,North Cypress,590,impact,11:45:00,NA,1,52,10,3.047851265,snorkel downstream,observer,0,0,0,935,0,0,0,top of cypress,4000
2/5/2018,201,North Cypress,590,impact,13:15:00,NA,1,52,10,3.047851265,snorkel downstream,observer,0,0,0,310,0,0,0,1 adult salmon (bottom of cypress),4000
2/5/2018,210,Painters,290,impact,10:45:00,NA,1,52,10,3.047851265,snorkel downstream,observer,0,10,0,327,3,0,0,NA,4000
2/5/2018,208,Wyndham,458,control,14:00:00,NA,1,52,10,3.047851265,snorkel downstream,observer,0,50,0,225,0,0,0,NA,4000
2/6/2018,205,Lake California,1623,impact,11:15:00,NA,1,51,11,3.352636391,snorkel downstream,observer,0,198,0,0,19,0,129,"118 HH, 8 TSS, 2 STB, 1 RIFSCU",5201
2/6/2018,214,Mainstem North,301,control,13:30:00,NA,1,51,10,3.047851265,snorkel downstream,observer,0,17,0,0,0,0,0,NA,5201
2/7/2018,204,Bourbon,301,control,11:15:00,NA,1,50,10,3.047851265,snorkel downstream,observer,0,41,48,85,0,0,0,NA,4010
2/7/2018,206,Clear Creek,221,control,10:00:00,NA,1,46,10,3.047851265,snorkel downstream,observer,0,0,0,240,0,0,32,32 PM,4010
2/20/2018,205,Lake California,1623,impact,10:20:00,NA,2,50,12,3.657421518,snorkel downstream,observer,0,115,0,0,1,0,345,190HH 150 SACSUC 4STB 1 LAMSPP,4259
2/21/2018,204,Bourbon,301,control,10:35:00,6.5,1,48,10,3.047851265,snorkel downstream,observer,0,96,0,988,2,0,0,NA,3246
2/21/2018,206,Clear Creek,221,control,12:00:00,NA,1,44,10,3.047851265,snorkel downstream,observer,0,10,0,252,15,0,52,52 PKM,3246
2/22/2018,214,Mainstem North,301,control,15:00:00,NA,2,51,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,0,0,NA,4226
2/23/2018,201,North Cypress,590,impact,11:15:00,NA,1,52,10,3.047851265,snorkel downstream,observer,0,24,0,1208,1,0,2,1 RIFSCU 1 TSS,3210
2/23/2018,210,Painters,290,impact,10:40:00,NA,1,50,10,3.047851265,snorkel downstream,observer,0,50,0,52,7,0,0,NA,3210
2/23/2018,208,Wyndham,458,control,13:15:00,NA,1,53,10,3.047851265,snorkel downstream,observer,0,10,0,165,0,0,0,NA,3210
3/5/2018,204,Bourbon,301,control,10:14:00,NA,1,48,10,3.047851265,snorkel downstream,observer,0,10,0,165,0,0,0,NA,3255
3/5/2018,206,Clear Creek,221,control,11:00:00,NA,1,47,10,3.047851265,snorkel downstream,observer,0,0,0,95,0,0,150,150 HH,3255
3/5/2018,201,North Cypress,590,impact,13:00:00,NA,1,51,10,3.047851265,snorkel downstream,observer,0,200,0,1300,0,0,0,NA,3255
3/5/2018,210,Painters,290,impact,14:07:00,NA,1,51,10,3.047851265,snorkel downstream,observer,0,10,0,65,0,0,0,NA,3255
3/5/2018,208,Wyndham,458,control,11:47:00,NA,1,48,10,3.047851265,snorkel downstream,observer,0,26,0,25,10,0,0,NA,3255
3/8/2018,205,Lake California,1623,impact,10:00:00,NA,3,52,10,3.047851265,snorkel downstream,observer,0,40,0,60,0,0,225,"101 SACSUC, 100 TSS, 20 HH, 2 TP, 2 SACPIK",4354
3/8/2018,214,Mainstem North,301,control,13:23:00,NA,3,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,NA,4354
3/20/2018,205,Lake California,1623,impact,10:30:00,NA,3,53,6,1.828710759,snorkel downstream,observer,0,9,0,15,3,0,72,"51 sacsuc, 21 hardhead",5096
3/20/2018,214,Mainstem North,301,control,12:35:00,NA,3,53,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5096
3/20/2018,201,North Cypress,590,impact,11:05:00,NA,3,50,10,3.047851265,snorkel downstream,observer,0,0,0,1025,150,0,0,NA,3341
3/20/2018,210,Painters,290,impact,10:40:00,NA,3,50,10,3.047851265,snorkel downstream,observer,0,0,0,0,50,0,0,NA,NA
3/20/2018,208,Wyndham,458,control,12:08:00,NA,3,51,10,3.047851265,snorkel downstream,observer,0,0,0,50,0,0,1,1 RIFSCU,3341
3/22/2018,204,Bourbon,301,control,11:50:00,6,3,50,5,1.523925632,snorkel downstream,observer,0,0,0,137,0,0,0,NA,3201
3/22/2018,206,Clear Creek,221,control,12:30:00,NA,2,48,1.5,0.45717769,snorkel downstream,observer,0,5,0,0,0,0,50,50 hardhead,3201
3/29/2018,216,Mainstem South,473,control,10:45:00,NA,2,55,6,1.828710759,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5384
3/29/2018,211,Rio Vista,370,impact,12:00:00,NA,2,60,2,0.609570253,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5384
4/2/2018,213,Kutras Lake,NA,baseline,10:40:00,NA,1,52,10,3.047851265,snorkel downstream,observer,0,35,0,556,0,0,0,NA,3246
4/2/2018,201,North Cypress,590,impact,12:00:00,NA,1,52,10,3.047851265,snorkel downstream,observer,0,41,0,2682,20,0,0,NA,3246
4/2/2018,210,Painters,290,impact,11:30:00,NA,1,52,10,3.047851265,snorkel downstream,observer,0,0,0,141,40,0,0,NA,3246
4/3/2018,205,Lake California,1623,impact,11:00:00,NA,1,54,9,2.743066138,snorkel downstream,observer,0,0,1,110,9,0,439,"275 sacsuc, 141 HH, 20 stb, 2 TP, 1 rifscu",5166
4/3/2018,216,Mainstem South,473,control,13:10:00,NA,1,55,7,2.133495885,snorkel downstream,observer,0,0,0,1,0,0,0,NA,5166
4/4/2018,204,Bourbon,301,control,12:40:00,0.5,3,52,9,2.743066138,snorkel downstream,observer,0,0,0,0,6,0,0,NA,3258
4/4/2018,206,Clear Creek,221,control,11:20:00,NA,3,54,10,3.047851265,snorkel downstream,observer,7,3,0,335,3,0,782,"781 HH, 1 rifscu",3258
4/4/2018,208,Wyndham,458,control,10:10:00,1,3,52,9,2.743066138,snorkel downstream,observer,3,3,0,118,17,0,0,NA,3258
4/10/2018,207,Shea Island,683,baseline,11:00:00,NA,3,66,8,2.438281012,snorkel downstream,observer,0,1,0,0,30,0,255,"9TSS, 2SACSUC, 244HH",3302
4/16/2018,213,Kutras Lake,NA,impact,10:25:00,NA,4,53,10,3.047851265,snorkel downstream,observer,16,0,0,5,15,0,6,"1 TSS, 5 SMB",3264
4/16/2018,201,North Cypress,590,impact,13:15:00,NA,3,52,10,3.047851265,snorkel downstream,observer,1063,6,0,2060,98,0,0,NA,3264
4/17/2018,204,Bourbon,301,control,12:30:00,NA,1,50,10,3.047851265,snorkel downstream,observer,0,105,0,215,31,0,0,NA,3285
4/17/2018,206,Clear Creek,221,control,11:10:00,NA,1,50,10,3.047851265,snorkel downstream,observer,3,0,0,290,41,0,380,"300 HH, 30 sacsuc, 50PM",3285
4/18/2018,208,Wyndham,458,control,10:30:00,NA,3,52,10,3.047851265,snorkel downstream,observer,0,0,0,20,5,0,0,NA,3253
4/19/2018,205,Lake California,1623,impact,11:45:00,NA,1,53,8,2.438281012,snorkel downstream,observer,0,109,0,19,1,0,207,"168 HH, 35 sacsuc, 1 TP, 1 rifscu",5505
4/19/2018,214,Mainstem North,301,control,13:40:00,NA,1,54,4,1.219140506,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5505
4/30/2018,204,Bourbon,301,control,11:24:00,NA,1,54,10,3.047851265,snorkel downstream,observer,1,11,0,497,2,0,0,NA,7058
4/30/2018,206,Clear Creek,221,control,12:50:00,NA,1,58,10,3.047851265,snorkel downstream,observer,33,1,0,246,20,0,492,"480 HH, 12 TSS",7058
4/30/2018,203,Kapusta,291,impact,10:40:00,NA,1,54,10,3.047851265,snorkel downstream,observer,0,0,0,8,0,0,105,"100 HH, 2 TP, 3 TSS",7058
5/1/2018,207,Shea Island,683,baseline,10:30:00,NA,1,56,10,3.047851265,snorkel downstream,observer,0,0,0,3,0,0,527,"12 TSS, 500 PM, 15 SACSUC (fungus)",7027
5/1/2018,208,Wyndham,458,control,12:05:00,NA,1,57,10,3.047851265,snorkel downstream,observer,0,0,0,10,0,0,0,NA,7027
5/2/2018,201,North Cypress,590,impact,9:30:00,NA,1,51,10,3.047851265,snorkel downstream,observer,574,22,0,2153,214,0,1,1 SCULPIN,7236
5/2/2018,210,Painters,290,impact,12:30:00,NA,1,51,10,3.047851265,snorkel downstream,observer,11,0,0,100,57,0,3,3 SUCKERS,7236
5/3/2018,205,Lake California,1623,impact,11:15:00,NA,1,54,9,2.743066138,snorkel downstream,observer,1,31,0,54,1,0,336,"235 HH, 101 SS WR Were ad-clipped",8228
5/3/2018,214,Mainstem North,301,control,13:00:00,NA,1,54,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,200,200 SS,8228
5/14/2018,205,Lake California,1623,impact,9:35:00,NA,1,53,8,2.438281012,snorkel downstream,observer,0,18,0,8,4,0,277,"121HH, 155SACSUC, 1 adult RBT",9443
5/14/2018,214,Mainstem North,301,control,14:35:00,NA,1,58,9,2.743066138,snorkel downstream,observer,0,0,0,0,3,0,166,"115HH, 11SACSUC",9443
5/14/2018,216,Mainstem South,473,control,11:15:00,NA,1,53,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,0,NA,9443
5/14/2018,210,Painters,290,impact,12:20:00,NA,1,53,10,3.047851265,snorkel downstream,observer,13,0,0,220,49,0,0,NA,8716
5/14/2018,211,Rio Vista,370,baseline,13:00:00,NA,1,60,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,1142,"140HH, 1000SACSUC, 2TP",9443
5/15/2018,206,Clear Creek,221,control,13:36:00,NA,1,62,10,3.047851265,snorkel downstream,observer,6,0,0,345,53,0,552,550 PM (1 adult) 2 TP,8737
5/15/2018,203,Kapusta,291,impact,12:00:00,NA,1,55,10,3.047851265,snorkel downstream,observer,5,0,0,65,1,0,601,"50 TSS, 500 PM, 1 Sculpin, 50 WESMOS",8737
5/15/2018,201,North Cypress,590,impact,12:00:00,NA,1,50,10,3.047851265,snorkel downstream,observer,239,1,0,3400,717,0,0,Beaver,8737
5/15/2018,207,Shea Island,683,baseline,9:30:00,NA,1,50,10,3.047851265,snorkel downstream,observer,0,0,0,3,8,0,122,"120 PM, 2 TSS",8737
5/15/2018,208,Wyndham,458,control,10:30:00,13,1,54,10,3.047851265,snorkel downstream,observer,20,0,0,40,0,0,215,"100 SS, 55 TSS, 60 WESMOS",8737
5/16/2018,209,Anderson River Park,325,baseline,10:20:00,NA,2,54,10,3.047851265,snorkel downstream,observer,9,0,0,0,0,0,2,"ARP Upstream inlet phase 1, 2 PM",9226
5/16/2018,209,Anderson River Park,325,baseline,11:00:00,NA,2,56,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,ARP Downstream mouth phase 1,9226
5/16/2018,204,Bourbon,301,control,10:45:00,15,2,54,10,3.047851265,snorkel downstream,observer,0,0,0,290,0,0,13,"1 sculpin, 12 ss",9226
5/16/2018,215,Cow Creek,467,baseline,11:24:00,NA,2,54,10,3.047851265,snorkel downstream,observer,0,0,0,0,1,0,50,50 pm,9226
5/29/2018,204,Bourbon,301,control,11:40:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,233,321,0,2,2 TP,9491
5/29/2018,206,Clear Creek,221,control,10:09:00,NA,1,57,12,3.657421518,snorkel downstream,observer,0,0,0,217,55,0,696,"555 HH, 2 TSB, 12 TP, 127 SS",9491
5/29/2018,203,Kapusta,291,impact,10:50:00,NA,1,53,12,3.657421518,snorkel downstream,observer,14,0,0,65,36,0,145,145 HH,9491
5/29/2018,201,North Cypress,590,impact,12:24:00,NA,1,56,10,3.047851265,snorkel downstream,observer,290,0,0,1948,516,0,0,NA,9491
5/29/2018,210,Painters,290,impact,11:30:00,NA,1,54,10,3.047851265,snorkel downstream,observer,191,0,0,1,149,0,0,NA,9491
5/30/2018,209,Anderson River Park,325,baseline,10:15:00,NA,1,56,10,3.047851265,snorkel downstream,observer,0,0,0,0,2,0,2,2PKM,9516
5/30/2018,215,Cow Creek,467,baseline,11:00:00,NA,1,56,10,3.047851265,snorkel downstream,observer,0,0,0,0,9,0,0,NA,9516
5/30/2018,207,Shea Island,683,baseline,13:36:00,NA,1,56,6,1.828710759,snorkel downstream,observer,0,0,0,0,1,0,22,"10TSS, 12HH",9516
5/30/2018,219,South Cypress,88,baseline,10:47:00,NA,1,54,10,3.047851265,snorkel downstream,observer,0,0,0,150,60,0,0,South Cypress,9516
5/30/2018,208,Wyndham,458,control,11:27:00,1.2,1,54,10,3.047851265,snorkel downstream,observer,12,0,0,50,5,0,1,1 adult RBT,9516
5/31/2018,205,Lake California,1623,impact,10:15:00,NA,1,54,5,1.523925632,snorkel downstream,observer,0,0,0,11,1,0,246,"245 HH, 1 SACSUC",9738
5/31/2018,214,Mainstem North,301,control,11:45:00,NA,1,54,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,0,NA,9738
6/11/2018,206,Clear Creek,221,control,12:45:00,NA,1,62,12,3.657421518,snorkel downstream,observer,45,0,0,340,3,0,600,600 pm,9743
6/11/2018,203,Kapusta,291,impact,13:45:00,NA,1,55,12,3.657421518,snorkel downstream,observer,80,0,25,75,24,0,0,NA,9743
6/11/2018,201,North Cypress,590,impact,13:40:00,NA,1,54,10,3.047851265,snorkel downstream,observer,292,0,0,1424,347,0,1,1 adult rainbow trout,9743
6/11/2018,210,Painters,290,impact,12:50:00,NA,1,54,10,3.047851265,snorkel downstream,observer,30,0,0,51,102,0,0,NA,9743
6/11/2018,207,Shea Island,683,baseline,11:20:00,NA,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,20,13,0,808,"5 adult trout, 2 sculpin, 1 LMB, 500 pm, 300 tss",9743
6/11/2018,208,Wyndham,458,control,10:00:00,16,1,54,12,3.657421518,snorkel downstream,observer,80,0,0,105,125,0,0,NA,9743
6/12/2018,205,Lake California,1623,impact,10:45:00,NA,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,0,135,"111 HH, 1 sculpin, 21 SS",10592
6/12/2018,214,Mainstem North,301,control,12:50:00,NA,1,59,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,0,0,NA,10592
6/14/2018,216,Mainstem South,473,control,10:35:00,NA,1,60,5,1.523925632,snorkel downstream,observer,0,0,0,0,0,0,2,"1 HH, 1 SACSUC",11056
6/14/2018,211,Rio Vista,370,baseline,9:45:00,NA,1,59,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,112,"51 HH, 57 SACSUC, 3 TP, 1 TSS",11056
6/15/2018,204,Bourbon,301,control,10:50:00,16,1,53,10,3.047851265,snorkel downstream,observer,0,0,0,23,43,0,0,NA,10584
6/15/2018,215,Cow Creek,467,baseline,11:55:00,NA,1,55,10,3.047851265,snorkel downstream,observer,0,0,0,30,13,0,0,NA,10584
6/15/2018,217,Reading Island,3526,baseline,10:08:00,NA,1,53,10,3.047851265,snorkel downstream,observer,0,0,0,325,162,0,0,NA,10584
6/25/2018,209,Anderson River Park,325,baseline,11:28:00,NA,1,58,10,3.047851265,snorkel downstream,observer,10,0,0,10,8,0,210,"Temp taken in channel, 10 PM, 200 small minnows",12063
6/25/2018,204,Bourbon,301,control,13:00:00,18,1,54,10,3.047851265,snorkel downstream,observer,12,0,0,90,111,4,0,4 adult trout,12063
6/25/2018,215,Cow Creek,467,baseline,10:50:00,NA,1,54,10,3.047851265,snorkel downstream,observer,0,0,0,8,60,5,0,5 adult RT,12063
6/25/2018,203,Kapusta,291,impact,12:15:00,NA,1,54,10,3.047851265,snorkel downstream,observer,8,0,0,20,34,0,26,"25 HH, 1 TSS",12063
6/26/2018,205,Lake California,1623,impact,10:26:00,NA,1,54,9,2.743066138,snorkel downstream,observer,0,0,0,0,2,1,68,"42 HH, 15 SS, 10 TSS, 1 sculpin, 1 adult trout",12381
6/26/2018,216,Mainstem South,473,control,12:04:00,NA,1,54,9,2.743066138,snorkel downstream,observer,0,0,0,0,0,0,0,NA,12381
6/27/2018,206,Clear Creek,221,control,10:15:00,NA,1,58,12,3.657421518,snorkel downstream,observer,0,0,0,51,59,0,771,"320 PM, 1 HH, 50 SS, 400 minnows",12067
6/27/2018,201,North Cypress,590,impact,13:20:00,NA,1,54,12,3.657421518,snorkel downstream,observer,71,0,0,325,153,1,0,"1 adult WR, 1 Adult trout",12067
6/27/2018,207,Shea Island,683,baseline,10:45:00,NA,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,40,206,1,114,"104 PM, 10 tss, 1 adult trout",12067
6/27/2018,208,Wyndham,458,control,12:30:00,NA,1,54,12,3.657421518,snorkel downstream,observer,30,0,0,509,231,0,2,2 TSS,12067
6/28/2018,210,Painters,290,impact,10:45:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,25,54,0,0,NA,12065
7/7/2018,203,Kapusta,291,impact,10:20:00,NA,3,56,10,3.047851265,snorkel downstream,observer,1,0,0,0,99,0,0,NA,13008
7/7/2018,207,Shea Island,683,baseline,9:20:00,NA,3,55,9,2.743066138,snorkel downstream,observer,0,0,0,0,133,11,30,"26 SS, 15 HH",13008
7/10/2018,205,Lake California,1623,impact,9:30:00,NA,1,56,8,2.438281012,snorkel downstream,observer,0,0,0,0,28,12,73,"12 adult PM, 69 hh, 4 tss",13106
7/10/2018,214,Mainstem North,301,control,11:20:00,NA,1,56,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,NA,13106
7/10/2018,216,Mainstem South,473,control,12:51:00,NA,1,56,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,2,2 TSS,13106
7/10/2018,201,North Cypress,590,impact,11:40:00,NA,1,54,12,3.657421518,snorkel downstream,observer,10,0,0,80,110,0,0,NA,13023
7/10/2018,210,Painters,290,impact,10:00:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,106,444,0,0,NA,13023
7/10/2018,211,Rio Vista,370,baseline,13:42:00,NA,1,60,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,216,"80 PM, 73 TSS, 63 HH",13106
7/10/2018,208,Wyndham,458,control,13:00:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,2,0,108,597,0,1,1 rifscu,13023
7/11/2018,209,Anderson River Park,325,baseline,11:30:00,NA,1,55,12,3.657421518,snorkel downstream,observer,11,0,0,20,22,0,0,NA,12994
7/11/2018,204,Bourbon,301,control,10:20:00,19,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,7,152,0,0,NA,12994
7/11/2018,206,Clear Creek,221,control,11:45:00,NA,1,62,12,3.657421518,snorkel downstream,observer,0,0,0,66,11,0,0,"hundreds of PM, TSS, Suckers, TP",12994
7/11/2018,215,Cow Creek,467,baseline,12:01:00,NA,1,57,12,3.657421518,snorkel downstream,observer,0,0,0,13,52,1,0,"1 adult trout, 1 adult WR",12994
7/11/2018,203,Kapusta,291,impact,13:30:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,55,103,0,0,"PM, Suckers",12994
7/11/2018,207,Shea Island,683,baseline,10:40:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,16,25,2,0,2 adult trout,12994
7/23/2018,209,Anderson River Park,325,baseline,10:14:00,NA,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,20,15,0,50,50 HH,13070
7/23/2018,215,Cow Creek,467,baseline,11:07:00,NA,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,219,48,0,5,5 SS,13070
7/23/2018,203,Kapusta,291,impact,12:35:00,NA,1,57,12,3.657421518,snorkel downstream,observer,7,0,0,11,0,0,1,1 Rifscu,13070
7/24/2018,204,Bourbon,301,control,11:30:00,NA,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,2,40,0,0,NA,13044
7/24/2018,206,Clear Creek,221,control,12:28:00,NA,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,0,46,1,304,"1 adult PM, 300 HH, 4 PM",13044
7/24/2018,205,Lake California,1623,impact,12:20:00,NA,1,60,11,3.352636391,snorkel downstream,observer,0,0,0,0,14,4,372,"TSS, HH, PM, SS",13047
7/24/2018,214,Mainstem North,301,control,11:54:00,NA,1,59,10,3.047851265,snorkel downstream,observer,0,0,0,0,3,0,1,1 TSS,13047
