date,site_number,site_name,length,treatment,time,water_elevation,weather,water_temp,visibility_feet,visibility_meters,survey_method,video_or_observer,lfr_count,wr_count,sr_count,fr_count,trout_count,adult_predator_fish,other_juvenile_fish,comments,calculated_flow
2017-10-19,201,North Cypress,590,impact,11:25:00,NA,2,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,0,57,0,0,"bottom of cypress, silt= bad vis",8019
2017-10-19,201,North Cypress,590,impact,12:10:00,NA,2,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,0,110,0,0,top of cypress,8019
2017-10-19,208,Wyndham,458,control,10:00:00,10,2,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,19,0,0,111,0,0,Possible FR Redds,8019
2017-10-30,205,Lake California,1623,baseline,10:00:00,NA,1,11.11111111111111,9,2.743066138,snorkel downstream,observer,0,0,0,0,7,0,196,"35 HH, 61 SS, 100TSS",8708
2017-10-30,214,Mainstem North,301,control,11:25:00,NA,1,11.11111111111111,8,2.438281012,snorkel downstream,observer,0,0,0,0,9,0,0,NA,8708
2017-10-31,201,North Cypress,590,impact,11:30:00,NA,1,11.666666666666666,10,3.047851265,snorkel downstream,observer,40,563,0,0,98,0,3,"2 Adult trout, 3 TSS",8161
2017-10-31,210,Painters,290,impact,10:40:00,NA,1,11.666666666666666,10,3.047851265,snorkel downstream,observer,41,21,0,0,229,0,0,NA,8161
2017-10-31,208,Wyndham,458,control,13:00:00,11,1,11.666666666666666,10,3.047851265,snorkel downstream,observer,10,147,0,0,66,0,20,"3 Adult FR, 3 REDDS, 20 TSS",8161
2017-11-01,216,Mainstem South,473,control,11:19:00,NA,1,11.666666666666666,8,2.438281012,snorkel downstream,observer,0,0,0,0,13,0,225,"160 HH, 60 SS, 5 TSS",8732
2017-11-01,211,Rio Vista,370,impact,09:50:00,NA,1,11.11111111111111,9,2.743066138,snorkel downstream,observer,0,0,0,0,1,0,78,"25 SS, 50 HH, 3 TSS",8732
2017-11-02,204,Bourbon,301,control,11:00:00,13,3,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,0,33,0,0,NA,8075
2017-11-02,206,Clear Creek,221,control,12:00:00,NA,3,11.666666666666666,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,332,"282 PM, 50 HH, 1 Adult Trout",8075
2017-11-02,207,Shea Island,683,baseline,13:00:00,NA,3,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,0,7,0,30,"5 Adult Salmon, 30 PM",8075
2017-11-13,205,Lake California,1623,baseline,10:20:00,NA,3,12.222222222222221,8,2.438281012,snorkel downstream,observer,0,0,0,0,38,0,83,"60 SS, 16 HH, 7 TSS",6194
2017-11-13,214,Mainstem North,301,control,11:40:00,NA,3,11.666666666666666,8,2.438281012,snorkel downstream,observer,0,2,0,0,0,0,0,NA,6194
2017-11-14,204,Bourbon,301,control,11:00:00,9,1,11.666666666666666,10,3.047851265,snorkel downstream,observer,0,0,0,0,16,0,0,8 trout are adults,5383
2017-11-14,206,Clear Creek,221,control,10:10:00,NA,1,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,105,"30 TSS, 75 HH",5383
2017-11-15,216,Mainstem South,473,control,10:25:00,NA,4,11.11111111111111,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,water very turbid,6118
2017-11-15,211,Rio Vista,370,impact,09:40:00,NA,4,11.11111111111111,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,189,"110 HH, 75 SS, 4 TSS",6118
2017-11-16,201,North Cypress,590,impact,11:15:00,NA,2,11.666666666666666,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,bottom of cypress,5007
2017-11-16,201,North Cypress,590,impact,11:45:00,NA,2,11.666666666666666,10,3.047851265,snorkel downstream,observer,0,166,0,0,18,0,1,"1 sculpin, top of cypress",5007
2017-11-16,210,Painters,290,impact,13:15:00,NA,2,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,5,0,0,1,0,0,NA,5007
2017-11-16,208,Wyndham,458,control,10:00:00,4,2,11.11111111111111,10,3.047851265,snorkel downstream,observer,1,42,0,0,0,0,1,1 sculpin,5007
2017-11-28,204,Bourbon,301,control,10:00:00,9,2,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,0,15,0,0,NA,5000
2017-11-28,206,Clear Creek,221,control,11:00:00,NA,2,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,125,125 PM,5000
2017-11-29,205,Lake California,1623,baseline,10:20:00,NA,2,10.555555555555554,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,308,"190 SS, 100 SB, 18 HH, 103 RT",5948
2017-11-29,214,Mainstem North,301,control,12:15:00,NA,2,9.999999999999998,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5948
2017-11-30,201,North Cypress,590,impact,11:00:00,NA,2,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,0,20,0,0,Bottom of cypress,5005
2017-11-30,201,North Cypress,590,impact,11:20:00,NA,2,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,0,31,0,0,Top of cypress,5005
2017-11-30,210,Painters,290,impact,12:15:00,NA,3,11.666666666666666,10,3.047851265,snorkel downstream,observer,0,0,0,0,4,0,0,NA,5005
2017-11-30,208,Wyndham,458,control,10:00:00,5,2,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,50,0,0,35,0,0,NA,5005
2017-12-15,204,Bourbon,301,control,10:45:00,9,3,10.555555555555554,10,3.047851265,snorkel downstream,observer,0,0,0,0,17,0,1,1 sculpin,5030
2017-12-15,206,Clear Creek,221,control,11:30:00,NA,3,8.888888888888888,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,112,"110 HH, 1 sculpin, 1 tss",5030
2017-12-17,201,North Cypress,590,impact,11:00:00,NA,2,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,0,0,0,1,0,0,bottom of cypress,5026
2017-12-17,201,North Cypress,590,impact,11:20:00,NA,1,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,100,0,0,18,0,0,top of cypress,5026
2017-12-17,210,Painters,290,impact,12:50:00,NA,1,10.555555555555554,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5026
2017-12-17,208,Wyndham,458,control,10:00:00,5,2,9.444444444444443,10,3.047851265,snorkel downstream,observer,0,9,0,0,0,0,0,NA,5026
2017-12-19,201,North Cypress,590,impact,10:45:00,NA,2,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,0,0,0,2,0,0,bottom of cypress 1 adult trout mort,5080
2017-12-19,201,North Cypress,590,impact,11:15:00,NA,2,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,4,0,0,70,0,1,top of cypress 1 sculpin,5080
2017-12-19,210,Painters,290,impact,12:21:00,NA,3,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,1,1 sculpin,5080
2017-12-19,208,Wyndham,458,control,09:45:00,5,2,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,1 juvie trout mort,5080
2017-12-26,204,Bourbon,301,control,10:00:00,9,2,9.999999999999998,10,3.047851265,snorkel downstream,observer,25,27,0,0,40,0,4,4 sculpin,5072
2017-12-26,206,Clear Creek,221,control,11:00:00,NA,2,7.222222222222221,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,1,1 pm,5072
2017-12-27,201,North Cypress,590,impact,11:00:00,NA,2,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,0,0,0,1,0,0,bottom of north cypress,5068
2017-12-27,201,North Cypress,590,impact,11:20:00,NA,1,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,100,0,0,18,0,0,top of north cypress,5068
2017-12-27,210,Painters,290,impact,12:50:00,NA,1,10.555555555555554,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5068
2017-12-27,208,Wyndham,458,control,10:00:00,5,2,9.444444444444443,10,3.047851265,snorkel downstream,observer,0,9,0,0,0,0,0,NA,5068
2017-12-29,205,Lake California,1623,baseline,11:15:00,NA,2,8.888888888888888,9,2.743066138,snorkel downstream,observer,0,1,0,0,3,0,94,"63 HH, 1 STB, 30 SS",5637
2017-12-29,214,Mainstem North,301,control,13:15:00,NA,2,8.888888888888888,9,2.743066138,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5637
2018-01-09,201,North Cypress,590,impact,10:25:00,NA,3,10.555555555555554,8,2.438281012,snorkel downstream,observer,0,50,0,290,0,0,0,NA,4098
2018-01-09,210,Painters,290,impact,10:00:00,NA,3,10.555555555555554,8,2.438281012,snorkel downstream,observer,0,0,0,4,0,0,0,NA,4098
2018-01-09,208,Wyndham,458,control,11:30:00,NA,3,10.555555555555554,8,2.438281012,snorkel downstream,observer,0,0,0,102,0,0,0,NA,4098
2018-01-11,204,Bourbon,301,control,11:15:00,7,3,10.555555555555554,10,3.047851265,snorkel downstream,observer,36,2,0,0,24,0,0,NA,4088
2018-01-11,206,Clear Creek,221,control,12:30:00,NA,4,8.888888888888888,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,3,3 pm,4088
2018-01-11,205,Lake California,1623,impact,12:00:00,NA,3,10.555555555555554,5,1.523925632,snorkel downstream,observer,0,2,0,0,17,0,15,"6 HH, 9SS",5369
2018-01-11,214,Mainstem North,301,control,14:00:00,NA,3,9.999999999999998,5,1.523925632,snorkel downstream,observer,0,0,0,0,0,0,1,1 SS,5369
2018-01-22,204,Bourbon,301,control,10:00:00,8,3,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,15,0,0,0,0,0,NA,4052
2018-01-22,206,Clear Creek,221,control,10:35:00,NA,3,7.777777777777777,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,NA,4052
2018-01-23,201,North Cypress,590,impact,10:45:00,NA,3,9.999999999999998,8,2.438281012,snorkel downstream,observer,0,0,0,282,1,0,3,"adult trout, 2 sculpin, 1 tss",4055
2018-01-23,210,Painters,290,impact,10:10:00,NA,3,9.999999999999998,8,2.438281012,snorkel downstream,observer,0,0,0,4,0,0,0,NA,4055
2018-01-23,208,Wyndham,458,control,12:15:00,NA,3,10.555555555555554,8,2.438281012,snorkel downstream,observer,0,0,0,70,0,0,0,NA,4055
2018-02-05,201,North Cypress,590,impact,11:45:00,NA,1,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,935,0,0,0,top of cypress,4000
2018-02-05,201,North Cypress,590,impact,13:15:00,NA,1,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,310,0,0,0,1 adult salmon (bottom of cypress),4000
2018-02-05,210,Painters,290,impact,10:45:00,NA,1,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,10,0,327,3,0,0,NA,4000
2018-02-05,208,Wyndham,458,control,14:00:00,NA,1,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,50,0,225,0,0,0,NA,4000
2018-02-06,205,Lake California,1623,impact,11:15:00,NA,1,10.555555555555554,11,3.352636391,snorkel downstream,observer,0,198,0,0,19,0,129,"118 HH, 8 TSS, 2 STB, 1 RIFSCU",5201
2018-02-06,214,Mainstem North,301,control,13:30:00,NA,1,10.555555555555554,10,3.047851265,snorkel downstream,observer,0,17,0,0,0,0,0,NA,5201
2018-02-07,204,Bourbon,301,control,11:15:00,NA,1,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,41,48,85,0,0,0,NA,4010
2018-02-07,206,Clear Creek,221,control,10:00:00,NA,1,7.777777777777777,10,3.047851265,snorkel downstream,observer,0,0,0,240,0,0,32,32 PM,4010
2018-02-20,205,Lake California,1623,impact,10:20:00,NA,2,9.999999999999998,12,3.657421518,snorkel downstream,observer,0,115,0,0,1,0,345,190HH 150 SACSUC 4STB 1 LAMSPP,4259
2018-02-21,204,Bourbon,301,control,10:35:00,6.5,1,8.888888888888888,10,3.047851265,snorkel downstream,observer,0,96,0,988,2,0,0,NA,3246
2018-02-21,206,Clear Creek,221,control,12:00:00,NA,1,6.666666666666666,10,3.047851265,snorkel downstream,observer,0,10,0,252,15,0,52,52 PKM,3246
2018-02-22,214,Mainstem North,301,control,15:00:00,NA,2,10.555555555555554,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,0,0,NA,4226
2018-02-23,201,North Cypress,590,impact,11:15:00,NA,1,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,24,0,1208,1,0,2,1 RIFSCU 1 TSS,3210
2018-02-23,210,Painters,290,impact,10:40:00,NA,1,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,50,0,52,7,0,0,NA,3210
2018-02-23,208,Wyndham,458,control,13:15:00,NA,1,11.666666666666666,10,3.047851265,snorkel downstream,observer,0,10,0,165,0,0,0,NA,3210
2018-03-05,204,Bourbon,301,control,10:14:00,NA,1,8.888888888888888,10,3.047851265,snorkel downstream,observer,0,10,0,165,0,0,0,NA,3255
2018-03-05,206,Clear Creek,221,control,11:00:00,NA,1,8.333333333333332,10,3.047851265,snorkel downstream,observer,0,0,0,95,0,0,150,150 HH,3255
2018-03-05,201,North Cypress,590,impact,13:00:00,NA,1,10.555555555555554,10,3.047851265,snorkel downstream,observer,0,200,0,1300,0,0,0,NA,3255
2018-03-05,210,Painters,290,impact,14:07:00,NA,1,10.555555555555554,10,3.047851265,snorkel downstream,observer,0,10,0,65,0,0,0,NA,3255
2018-03-05,208,Wyndham,458,control,11:47:00,NA,1,8.888888888888888,10,3.047851265,snorkel downstream,observer,0,26,0,25,10,0,0,NA,3255
2018-03-08,205,Lake California,1623,impact,10:00:00,NA,3,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,40,0,60,0,0,225,"101 SACSUC, 100 TSS, 20 HH, 2 TP, 2 SACPIK",4354
2018-03-08,214,Mainstem North,301,control,13:23:00,NA,3,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,NA,4354
2018-03-20,205,Lake California,1623,impact,10:30:00,NA,3,11.666666666666666,6,1.828710759,snorkel downstream,observer,0,9,0,15,3,0,72,"51 sacsuc, 21 hardhead",5096
2018-03-20,214,Mainstem North,301,control,12:35:00,NA,3,11.666666666666666,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5096
2018-03-20,201,North Cypress,590,impact,11:05:00,NA,3,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,0,0,1025,150,0,0,NA,3341
2018-03-20,210,Painters,290,impact,10:40:00,NA,3,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,0,0,0,50,0,0,NA,NA
2018-03-20,208,Wyndham,458,control,12:08:00,NA,3,10.555555555555554,10,3.047851265,snorkel downstream,observer,0,0,0,50,0,0,1,1 RIFSCU,3341
2018-03-22,204,Bourbon,301,control,11:50:00,6,3,9.999999999999998,5,1.523925632,snorkel downstream,observer,0,0,0,137,0,0,0,NA,3201
2018-03-22,206,Clear Creek,221,control,12:30:00,NA,2,8.888888888888888,1.5,0.45717769,snorkel downstream,observer,0,5,0,0,0,0,50,50 hardhead,3201
2018-03-29,216,Mainstem South,473,control,10:45:00,NA,2,12.777777777777777,6,1.828710759,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5384
2018-03-29,211,Rio Vista,370,impact,12:00:00,NA,2,15.555555555555555,2,0.609570253,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5384
2018-04-02,213,Kutras Lake,NA,baseline,10:40:00,NA,1,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,35,0,556,0,0,0,NA,3246
2018-04-02,201,North Cypress,590,impact,12:00:00,NA,1,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,41,0,2682,20,0,0,NA,3246
2018-04-02,210,Painters,290,impact,11:30:00,NA,1,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,141,40,0,0,NA,3246
2018-04-03,205,Lake California,1623,impact,11:00:00,NA,1,12.222222222222221,9,2.743066138,snorkel downstream,observer,0,0,1,110,9,0,439,"275 sacsuc, 141 HH, 20 stb, 2 TP, 1 rifscu",5166
2018-04-03,216,Mainstem South,473,control,13:10:00,NA,1,12.777777777777777,7,2.133495885,snorkel downstream,observer,0,0,0,1,0,0,0,NA,5166
2018-04-04,204,Bourbon,301,control,12:40:00,0.5,3,11.11111111111111,9,2.743066138,snorkel downstream,observer,0,0,0,0,6,0,0,NA,3258
2018-04-04,206,Clear Creek,221,control,11:20:00,NA,3,12.222222222222221,10,3.047851265,snorkel downstream,observer,7,3,0,335,3,0,782,"781 HH, 1 rifscu",3258
2018-04-04,208,Wyndham,458,control,10:10:00,1,3,11.11111111111111,9,2.743066138,snorkel downstream,observer,3,3,0,118,17,0,0,NA,3258
2018-04-10,207,Shea Island,683,baseline,11:00:00,NA,3,18.88888888888889,8,2.438281012,snorkel downstream,observer,0,1,0,0,30,0,255,"9TSS, 2SACSUC, 244HH",3302
2018-04-16,213,Kutras Lake,NA,impact,10:25:00,NA,4,11.666666666666666,10,3.047851265,snorkel downstream,observer,16,0,0,5,15,0,6,"1 TSS, 5 SMB",3264
2018-04-16,201,North Cypress,590,impact,13:15:00,NA,3,11.11111111111111,10,3.047851265,snorkel downstream,observer,1063,6,0,2060,98,0,0,NA,3264
2018-04-17,204,Bourbon,301,control,12:30:00,NA,1,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,105,0,215,31,0,0,NA,3285
2018-04-17,206,Clear Creek,221,control,11:10:00,NA,1,9.999999999999998,10,3.047851265,snorkel downstream,observer,3,0,0,290,41,0,380,"300 HH, 30 sacsuc, 50PM",3285
2018-04-18,208,Wyndham,458,control,10:30:00,NA,3,11.11111111111111,10,3.047851265,snorkel downstream,observer,0,0,0,20,5,0,0,NA,3253
2018-04-19,205,Lake California,1623,impact,11:45:00,NA,1,11.666666666666666,8,2.438281012,snorkel downstream,observer,0,109,0,19,1,0,207,"168 HH, 35 sacsuc, 1 TP, 1 rifscu",5505
2018-04-19,214,Mainstem North,301,control,13:40:00,NA,1,12.222222222222221,4,1.219140506,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5505
2018-04-30,204,Bourbon,301,control,11:24:00,NA,1,12.222222222222221,10,3.047851265,snorkel downstream,observer,1,11,0,497,2,0,0,NA,7058
2018-04-30,206,Clear Creek,221,control,12:50:00,NA,1,14.444444444444445,10,3.047851265,snorkel downstream,observer,33,1,0,246,20,0,492,"480 HH, 12 TSS",7058
2018-04-30,203,Kapusta,291,impact,10:40:00,NA,1,12.222222222222221,10,3.047851265,snorkel downstream,observer,0,0,0,8,0,0,105,"100 HH, 2 TP, 3 TSS",7058
2018-05-01,207,Shea Island,683,baseline,10:30:00,NA,1,13.33333333333333,10,3.047851265,snorkel downstream,observer,0,0,0,3,0,0,527,"12 TSS, 500 PM, 15 SACSUC (fungus)",7027
2018-05-01,208,Wyndham,458,control,12:05:00,NA,1,13.888888888888886,10,3.047851265,snorkel downstream,observer,0,0,0,10,0,0,0,NA,7027
2018-05-02,201,North Cypress,590,impact,09:30:00,NA,1,10.555555555555554,10,3.047851265,snorkel downstream,observer,574,22,0,2153,214,0,1,1 SCULPIN,7236
2018-05-02,210,Painters,290,impact,12:30:00,NA,1,10.555555555555554,10,3.047851265,snorkel downstream,observer,11,0,0,100,57,0,3,3 SUCKERS,7236
2018-05-03,205,Lake California,1623,impact,11:15:00,NA,1,12.222222222222221,9,2.743066138,snorkel downstream,observer,1,31,0,54,1,0,336,"235 HH, 101 SS WR Were ad-clipped",8228
2018-05-03,214,Mainstem North,301,control,13:00:00,NA,1,12.222222222222221,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,200,200 SS,8228
2018-05-14,205,Lake California,1623,impact,09:35:00,NA,1,11.666666666666666,8,2.438281012,snorkel downstream,observer,0,18,0,8,4,0,277,"121HH, 155SACSUC, 1 adult RBT",9443
2018-05-14,214,Mainstem North,301,control,14:35:00,NA,1,14.444444444444445,9,2.743066138,snorkel downstream,observer,0,0,0,0,3,0,166,"115HH, 11SACSUC",9443
2018-05-14,216,Mainstem South,473,control,11:15:00,NA,1,11.666666666666666,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,0,NA,9443
2018-05-14,210,Painters,290,impact,12:20:00,NA,1,11.666666666666666,10,3.047851265,snorkel downstream,observer,13,0,0,220,49,0,0,NA,8716
2018-05-14,211,Rio Vista,370,baseline,13:00:00,NA,1,15.555555555555555,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,1142,"140HH, 1000SACSUC, 2TP",9443
2018-05-15,206,Clear Creek,221,control,13:36:00,NA,1,16.666666666666668,10,3.047851265,snorkel downstream,observer,6,0,0,345,53,0,552,550 PM (1 adult) 2 TP,8737
2018-05-15,203,Kapusta,291,impact,12:00:00,NA,1,12.777777777777777,10,3.047851265,snorkel downstream,observer,5,0,0,65,1,0,601,"50 TSS, 500 PM, 1 Sculpin, 50 WESMOS",8737
2018-05-15,201,North Cypress,590,impact,12:00:00,NA,1,9.999999999999998,10,3.047851265,snorkel downstream,observer,239,1,0,3400,717,0,0,Beaver,8737
2018-05-15,207,Shea Island,683,baseline,09:30:00,NA,1,9.999999999999998,10,3.047851265,snorkel downstream,observer,0,0,0,3,8,0,122,"120 PM, 2 TSS",8737
2018-05-15,208,Wyndham,458,control,10:30:00,13,1,12.222222222222221,10,3.047851265,snorkel downstream,observer,20,0,0,40,0,0,215,"100 SS, 55 TSS, 60 WESMOS",8737
2018-05-16,209,Anderson River Park,325,baseline,10:20:00,NA,2,12.222222222222221,10,3.047851265,snorkel downstream,observer,9,0,0,0,0,0,2,"ARP Upstream inlet phase 1, 2 PM",9226
2018-05-16,209,Anderson River Park,325,baseline,11:00:00,NA,2,13.33333333333333,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,ARP Downstream mouth phase 1,9226
2018-05-16,204,Bourbon,301,control,10:45:00,15,2,12.222222222222221,10,3.047851265,snorkel downstream,observer,0,0,0,290,0,0,13,"1 sculpin, 12 ss",9226
2018-05-16,215,Cow Creek,467,baseline,11:24:00,NA,2,12.222222222222221,10,3.047851265,snorkel downstream,observer,0,0,0,0,1,0,50,50 pm,9226
2018-05-29,204,Bourbon,301,control,11:40:00,NA,1,12.222222222222221,12,3.657421518,snorkel downstream,observer,0,0,0,233,321,0,2,2 TP,9491
2018-05-29,206,Clear Creek,221,control,10:09:00,NA,1,13.888888888888886,12,3.657421518,snorkel downstream,observer,0,0,0,217,55,0,696,"555 HH, 2 TSB, 12 TP, 127 SS",9491
2018-05-29,203,Kapusta,291,impact,10:50:00,NA,1,11.666666666666666,12,3.657421518,snorkel downstream,observer,14,0,0,65,36,0,145,145 HH,9491
2018-05-29,201,North Cypress,590,impact,12:24:00,NA,1,13.33333333333333,10,3.047851265,snorkel downstream,observer,290,0,0,1948,516,0,0,NA,9491
2018-05-29,210,Painters,290,impact,11:30:00,NA,1,12.222222222222221,10,3.047851265,snorkel downstream,observer,191,0,0,1,149,0,0,NA,9491
2018-05-30,209,Anderson River Park,325,baseline,10:15:00,NA,1,13.33333333333333,10,3.047851265,snorkel downstream,observer,0,0,0,0,2,0,2,2PKM,9516
2018-05-30,215,Cow Creek,467,baseline,11:00:00,NA,1,13.33333333333333,10,3.047851265,snorkel downstream,observer,0,0,0,0,9,0,0,NA,9516
2018-05-30,207,Shea Island,683,baseline,13:36:00,NA,1,13.33333333333333,6,1.828710759,snorkel downstream,observer,0,0,0,0,1,0,22,"10TSS, 12HH",9516
2018-05-30,219,South Cypress,88,baseline,10:47:00,NA,1,12.222222222222221,10,3.047851265,snorkel downstream,observer,0,0,0,150,60,0,0,South Cypress,9516
2018-05-30,208,Wyndham,458,control,11:27:00,1.2,1,12.222222222222221,10,3.047851265,snorkel downstream,observer,12,0,0,50,5,0,1,1 adult RBT,9516
2018-05-31,205,Lake California,1623,impact,10:15:00,NA,1,12.222222222222221,5,1.523925632,snorkel downstream,observer,0,0,0,11,1,0,246,"245 HH, 1 SACSUC",9738
2018-05-31,214,Mainstem North,301,control,11:45:00,NA,1,12.222222222222221,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,0,NA,9738
2018-06-11,206,Clear Creek,221,control,12:45:00,NA,1,16.666666666666668,12,3.657421518,snorkel downstream,observer,45,0,0,340,3,0,600,600 pm,9743
2018-06-11,203,Kapusta,291,impact,13:45:00,NA,1,12.777777777777777,12,3.657421518,snorkel downstream,observer,80,0,25,75,24,0,0,NA,9743
2018-06-11,201,North Cypress,590,impact,13:40:00,NA,1,12.222222222222221,10,3.047851265,snorkel downstream,observer,292,0,0,1424,347,0,1,1 adult rainbow trout,9743
2018-06-11,210,Painters,290,impact,12:50:00,NA,1,12.222222222222221,10,3.047851265,snorkel downstream,observer,30,0,0,51,102,0,0,NA,9743
2018-06-11,207,Shea Island,683,baseline,11:20:00,NA,1,12.777777777777777,12,3.657421518,snorkel downstream,observer,0,0,0,20,13,0,808,"5 adult trout, 2 sculpin, 1 LMB, 500 pm, 300 tss",9743
2018-06-11,208,Wyndham,458,control,10:00:00,16,1,12.222222222222221,12,3.657421518,snorkel downstream,observer,80,0,0,105,125,0,0,NA,9743
2018-06-12,205,Lake California,1623,impact,10:45:00,NA,1,13.33333333333333,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,0,135,"111 HH, 1 sculpin, 21 SS",10592
2018-06-12,214,Mainstem North,301,control,12:50:00,NA,1,15,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,0,0,NA,10592
2018-06-14,216,Mainstem South,473,control,10:35:00,NA,1,15.555555555555555,5,1.523925632,snorkel downstream,observer,0,0,0,0,0,0,2,"1 HH, 1 SACSUC",11056
2018-06-14,211,Rio Vista,370,baseline,09:45:00,NA,1,15,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,112,"51 HH, 57 SACSUC, 3 TP, 1 TSS",11056
2018-06-15,204,Bourbon,301,control,10:50:00,16,1,11.666666666666666,10,3.047851265,snorkel downstream,observer,0,0,0,23,43,0,0,NA,10584
2018-06-15,215,Cow Creek,467,baseline,11:55:00,NA,1,12.777777777777777,10,3.047851265,snorkel downstream,observer,0,0,0,30,13,0,0,NA,10584
2018-06-15,217,Reading Island,3526,baseline,10:08:00,NA,1,11.666666666666666,10,3.047851265,snorkel downstream,observer,0,0,0,325,162,0,0,NA,10584
2018-06-25,209,Anderson River Park,325,baseline,11:28:00,NA,1,14.444444444444445,10,3.047851265,snorkel downstream,observer,10,0,0,10,8,0,210,"Temp taken in channel, 10 PM, 200 small minnows",12063
2018-06-25,204,Bourbon,301,control,13:00:00,18,1,12.222222222222221,10,3.047851265,snorkel downstream,observer,12,0,0,90,111,4,0,4 adult trout,12063
2018-06-25,215,Cow Creek,467,baseline,10:50:00,NA,1,12.222222222222221,10,3.047851265,snorkel downstream,observer,0,0,0,8,60,5,0,5 adult RT,12063
2018-06-25,203,Kapusta,291,impact,12:15:00,NA,1,12.222222222222221,10,3.047851265,snorkel downstream,observer,8,0,0,20,34,0,26,"25 HH, 1 TSS",12063
2018-06-26,205,Lake California,1623,impact,10:26:00,NA,1,12.222222222222221,9,2.743066138,snorkel downstream,observer,0,0,0,0,2,1,68,"42 HH, 15 SS, 10 TSS, 1 sculpin, 1 adult trout",12381
2018-06-26,216,Mainstem South,473,control,12:04:00,NA,1,12.222222222222221,9,2.743066138,snorkel downstream,observer,0,0,0,0,0,0,0,NA,12381
2018-06-27,206,Clear Creek,221,control,10:15:00,NA,1,14.444444444444445,12,3.657421518,snorkel downstream,observer,0,0,0,51,59,0,771,"320 PM, 1 HH, 50 SS, 400 minnows",12067
2018-06-27,201,North Cypress,590,impact,13:20:00,NA,1,12.222222222222221,12,3.657421518,snorkel downstream,observer,71,0,0,325,153,1,0,"1 adult WR, 1 Adult trout",12067
